RegionID,Month,Rent
102001,forecast_1,2063.9973688966484
102001,forecast_2,2071.1569393026098
102001,forecast_3,2078.316509708571
102001,forecast_4,2085.4760801145326
102001,forecast_5,2092.635650520494
102001,forecast_6,2099.795220926455
102001,forecast_7,2106.9547913324163
102001,forecast_8,2114.1143617383777
102001,forecast_9,2121.273932144339
102001,forecast_10,2128.4335025503005
102001,forecast_11,2135.593072956262
102001,forecast_12,2142.7526433622234
102001,forecast_13,2149.9122137681843
102001,forecast_14,2157.071784174146
102001,forecast_15,2164.231354580107
102001,forecast_16,2171.3909249860685
102001,forecast_17,2178.55049539203
102001,forecast_18,2185.7100657979913
102001,forecast_19,2192.8696362039527
102001,forecast_20,2200.0292066099137
102001,forecast_21,2207.1887770158755
102001,forecast_22,2214.3483474218365
102001,forecast_23,2221.5079178277983
102001,forecast_24,2228.6674882337593
102001,forecast_25,2235.8270586397207
102001,forecast_26,2242.986629045682
102001,forecast_27,2250.1461994516435
102001,forecast_28,2257.305769857605
102001,forecast_29,2264.465340263566
102001,forecast_30,2271.6249106695277
102001,forecast_31,2278.7844810754887
102001,forecast_32,2285.94405148145
102001,forecast_33,2293.1036218874115
102001,forecast_34,2300.263192293373
102001,forecast_35,2307.4227626993343
102001,forecast_36,2314.582333105295
102001,forecast_37,2321.741903511257
102001,forecast_38,2328.901473917218
102001,forecast_39,2336.06104432318
102001,forecast_40,2343.220614729141
102001,forecast_41,2350.3801851351022
102001,forecast_42,2357.5397555410636
102001,forecast_43,2364.699325947025
102001,forecast_44,2371.8588963529864
102001,forecast_45,2379.0184667589474
102001,forecast_46,2386.1780371649093
102001,forecast_47,2393.33760757087
102001,forecast_48,2400.4971779768316
102001,forecast_49,2407.656748382793
102001,forecast_50,2414.8163187887544
102001,forecast_51,2421.975889194716
102001,forecast_52,2429.1354596006768
102001,forecast_53,2436.2950300066386
102001,forecast_54,2443.4546004125996
102001,forecast_55,2450.6141708185614
102001,forecast_56,2457.7737412245224
102001,forecast_57,2464.933311630484
102001,forecast_58,2472.092882036445
102001,forecast_59,2479.2524524424066
102001,forecast_60,2486.412022848368
394299,forecast_1,1443.058377394976
394299,forecast_2,1448.0868633558157
394299,forecast_3,1453.1153493166555
394299,forecast_4,1458.1438352774953
394299,forecast_5,1463.172321238335
394299,forecast_6,1468.2008071991745
394299,forecast_7,1473.229293160014
394299,forecast_8,1478.2577791208537
394299,forecast_9,1483.2862650816935
394299,forecast_10,1488.3147510425333
394299,forecast_11,1493.343237003373
394299,forecast_12,1498.3717229642125
394299,forecast_13,1503.400208925052
394299,forecast_14,1508.428694885892
394299,forecast_15,1513.4571808467315
394299,forecast_16,1518.4856668075713
394299,forecast_17,1523.514152768411
394299,forecast_18,1528.5426387292505
394299,forecast_19,1533.57112469009
394299,forecast_20,1538.59961065093
394299,forecast_21,1543.6280966117697
394299,forecast_22,1548.6565825726093
394299,forecast_23,1553.6850685334489
394299,forecast_24,1558.7135544942885
394299,forecast_25,1563.742040455128
394299,forecast_26,1568.7705264159679
394299,forecast_27,1573.7990123768077
394299,forecast_28,1578.8274983376473
394299,forecast_29,1583.8559842984869
394299,forecast_30,1588.8844702593265
394299,forecast_31,1593.912956220166
394299,forecast_32,1598.9414421810059
394299,forecast_33,1603.9699281418457
394299,forecast_34,1608.9984141026853
394299,forecast_35,1614.0269000635249
394299,forecast_36,1619.0553860243645
394299,forecast_37,1624.0838719852043
394299,forecast_38,1629.1123579460439
394299,forecast_39,1634.1408439068837
394299,forecast_40,1639.1693298677233
394299,forecast_41,1644.1978158285629
394299,forecast_42,1649.2263017894024
394299,forecast_43,1654.2547877502423
394299,forecast_44,1659.283273711082
394299,forecast_45,1664.3117596719217
394299,forecast_46,1669.3402456327613
394299,forecast_47,1674.3687315936008
394299,forecast_48,1679.3972175544404
394299,forecast_49,1684.4257035152802
394299,forecast_50,1689.45418947612
394299,forecast_51,1694.4826754369597
394299,forecast_52,1699.5111613977992
394299,forecast_53,1704.5396473586388
394299,forecast_54,1709.5681333194784
394299,forecast_55,1714.5966192803182
394299,forecast_56,1719.625105241158
394299,forecast_57,1724.6535912019976
394299,forecast_58,1729.6820771628372
394299,forecast_59,1734.7105631236768
394299,forecast_60,1739.7390490845166
394304,forecast_1,1299.0989313460514
394304,forecast_2,1303.9076281366956
394304,forecast_3,1308.7163249273399
394304,forecast_4,1313.5250217179841
394304,forecast_5,1318.3337185086284
394304,forecast_6,1323.1424152992727
394304,forecast_7,1327.951112089917
394304,forecast_8,1332.7598088805612
394304,forecast_9,1337.5685056712055
394304,forecast_10,1342.37720246185
394304,forecast_11,1347.1858992524942
394304,forecast_12,1351.9945960431385
394304,forecast_13,1356.8032928337827
394304,forecast_14,1361.611989624427
394304,forecast_15,1366.4206864150713
394304,forecast_16,1371.2293832057155
394304,forecast_17,1376.0380799963598
394304,forecast_18,1380.846776787004
394304,forecast_19,1385.6554735776483
394304,forecast_20,1390.4641703682926
394304,forecast_21,1395.2728671589368
394304,forecast_22,1400.081563949581
394304,forecast_23,1404.8902607402256
394304,forecast_24,1409.6989575308698
394304,forecast_25,1414.507654321514
394304,forecast_26,1419.3163511121584
394304,forecast_27,1424.1250479028026
394304,forecast_28,1428.933744693447
394304,forecast_29,1433.7424414840912
394304,forecast_30,1438.5511382747354
394304,forecast_31,1443.3598350653797
394304,forecast_32,1448.168531856024
394304,forecast_33,1452.9772286466682
394304,forecast_34,1457.7859254373125
394304,forecast_35,1462.5946222279567
394304,forecast_36,1467.403319018601
394304,forecast_37,1472.2120158092453
394304,forecast_38,1477.0207125998895
394304,forecast_39,1481.8294093905338
394304,forecast_40,1486.638106181178
394304,forecast_41,1491.4468029718223
394304,forecast_42,1496.2554997624666
394304,forecast_43,1501.0641965531108
394304,forecast_44,1505.872893343755
394304,forecast_45,1510.6815901343994
394304,forecast_46,1515.4902869250436
394304,forecast_47,1520.2989837156879
394304,forecast_48,1525.1076805063321
394304,forecast_49,1529.9163772969764
394304,forecast_50,1534.7250740876207
394304,forecast_51,1539.533770878265
394304,forecast_52,1544.3424676689092
394304,forecast_53,1549.1511644595535
394304,forecast_54,1553.9598612501977
394304,forecast_55,1558.768558040842
394304,forecast_56,1563.5772548314862
394304,forecast_57,1568.3859516221305
394304,forecast_58,1573.1946484127748
394304,forecast_59,1578.003345203419
394304,forecast_60,1582.8120419940633
394306,forecast_1,
394306,forecast_2,
394306,forecast_3,
394306,forecast_4,
394306,forecast_5,
394306,forecast_6,
394306,forecast_7,
394306,forecast_8,
394306,forecast_9,
394306,forecast_10,
394306,forecast_11,
394306,forecast_12,
394306,forecast_13,
394306,forecast_14,
394306,forecast_15,
394306,forecast_16,
394306,forecast_17,
394306,forecast_18,
394306,forecast_19,
394306,forecast_20,
394306,forecast_21,
394306,forecast_22,
394306,forecast_23,
394306,forecast_24,
394306,forecast_25,
394306,forecast_26,
394306,forecast_27,
394306,forecast_28,
394306,forecast_29,
394306,forecast_30,
394306,forecast_31,
394306,forecast_32,
394306,forecast_33,
394306,forecast_34,
394306,forecast_35,
394306,forecast_36,
394306,forecast_37,
394306,forecast_38,
394306,forecast_39,
394306,forecast_40,
394306,forecast_41,
394306,forecast_42,
394306,forecast_43,
394306,forecast_44,
394306,forecast_45,
394306,forecast_46,
394306,forecast_47,
394306,forecast_48,
394306,forecast_49,
394306,forecast_50,
394306,forecast_51,
394306,forecast_52,
394306,forecast_53,
394306,forecast_54,
394306,forecast_55,
394306,forecast_56,
394306,forecast_57,
394306,forecast_58,
394306,forecast_59,
394306,forecast_60,
394307,forecast_1,
394307,forecast_2,
394307,forecast_3,
394307,forecast_4,
394307,forecast_5,
394307,forecast_6,
